Q2	Q3504248
Q78448	Q5
Q78475	Q5
Q78477	Q5
Q78484	Q5
Q78491	Q5
Q78496	Q5
Q78509	Q5
Q78514	Q5
Q78515	Q5
Q78531	Q5
Q78540	Q5
Q78553	Q5
Q78570	Q5
Q78608	Q5
Q78610	Q5
Q78638	Q5
Q78646	Q5
Q78675	Q5
Q78685	Q5
Q78693	Q5
Q78716	Q5
Q78758	Q5
Q78759	Q5
Q78785	Q5
Q78796	Q5
Q78803	Q5
Q78826	Q5
Q78841	Q5
Q78897	Q5
Q78906	Q5
Q78939	Q5
Q78940	Q5
Q78972	Q5
Q78983	Q5
Q78987	
Q78988	Q5
Q78999	Q5
Q79022	Q5
Q79082	Q4022
Q79104	Q5
Q79125	Q5
Q79174	Q5
Q79247	Q1093829
Q79439	Q1093829
Q79446	Q1093829
Q79459	Q1093829
Q79531	Q131669
Q79536	Q1138815
Q79544	Q4825890
Q79564	Q3467906
Q79576	Q218616 Q269415 Q3814081 Q891055 Q19307174 Q35127
Q79578	Q1193246 Q341
Q79593	Q7397
Q79602	
Q79608	Q7397
Q79638	Q1093829
Q79652	Q1093829
Q79746	
Q79749	
Q79766	Q1093829
Q79784	Q5398426
Q79823	Q1093829
Q79838	
Q79844	Q1093829
Q79848	Q1549591 Q515
Q79849	Q1093829
Q79853	Q1093829 Q62049
Q79857	Q6024226 Q2716259 Q515 Q1637706 Q1549591
Q79875	Q1093829 Q62049 Q1549591
Q79911	Q8465
Q79923	Q15149663
Q79931	Q1093829
Q79950	Q1093829
Q79967	Q2223653 Q750215
Q79987	Q1093829
Q79990	Q1549591 Q515
Q80008	Q1093829
Q80011	Q50337
Q80053	Q56557504 Q1637706
Q80073	Q1093829
Q80083	Q4671286 Q28954762 Q11862829
Q80088	Q48336
Q80110	Q186516
Q80115	Q179461 Q29154430
Q80131	Q142714
Q80217	Q5398426
Q80232	Q11173 Q4214615
Q80250	Q188862 Q72587959
Q80284	
Q80290	Q570116 Q16560
Q80294	Q416796 Q902638 Q21073024 Q189567
Q80330	Q198
Q80336	Q167035
Q80350	Q4022
Q80370	Q48336
Q80389	Q33837
Q80390	Q5
Q80399	Q5
Q80434	Q50337
Q80442	Q5
Q80484	Q1637706 Q5119 Q1549591 Q515
Q80516	Q5
Q80517	Q1093829 Q1549591
Q80541	Q32815 Q570116
Q80557	Q11424
Q80621	Q5
Q80660	Q11424
Q80689	Q3932296 Q218616
Q80702	Q48349 Q1211369 Q3024240
Q80788	Q730038 Q6881511 Q4830453
Q80793	
Q80863	Q12140 Q72148863 Q407595
Q80873	Q63952888 Q21198342 Q231302
Q80911	Q570871 Q218616 Q166142
Q80914	Q15149663
Q80930	Q15850590 Q483394
Q80938	Q5
Q80956	Q5
Q80962	Q8187769
Q80987	Q476028
Q80989	Q1637706 Q5119 Q1549591
Q81009	Q4671286 Q1047113 Q11862829
Q81041	Q846303
Q81046	Q15273785 Q1549591 Q515 Q493522
Q81054	
Q81103	
Q81130	Q5
Q81163	Q17339814
Q81175	Q2039348 Q1852859 Q13539802
Q81197	Q4162444
Q81226	Q47530375
Q81230	Q4830453
Q81240	Q179461 Q29154430 Q7725634
Q81286	Q186516
Q81299	Q245065
Q81307	Q1785733 Q1194093 Q163740
Q81392	
Q81398	Q1549591 Q515
Q81477	Q186516
Q81483	Q82794
Q81545	Q8465
Q81571	Q21562092 Q1993334 Q9143
Q81612	Q1330336 Q71550
Q81676	Q186516
Q81745	Q4162444
Q81787	Q1114461 Q188784 Q15632617
Q81851	
Q81875	
Q81888	Q476028
Q81915	
Q81931	Q4818345 Q170156 Q3024240 Q43702 Q1520223 Q15634554 Q5255892
Q81952	Q186516
Q82019	Q8502
Q82042	
Q82113	Q220505
Q82118	Q5
Q82205	Q186516
Q82207	Q4022
Q82250	Q5
Q82268	Q341 Q13741 Q467707 Q39998841 Q1077784
Q82300	Q208569
Q82332	Q24856
Q82339	Q5
Q82409	Q5
Q82412	Q1420941
Q82445	Q5
Q82496	Q5
Q82509	
Q82545	Q5741069
Q82636	Q747074
Q82670	Q747074
Q82692	Q5
Q82697	Q5
Q82709	Q1154710
Q82712	Q747074
Q82729	Q5398426
Q82742	Q5
Q82746	Q5
Q82778	Q5
Q82811	Q11862829
Q82819	Q5
Q82842	Q747074
Q82924	Q5
Q82928	Q1248784
Q82934	Q5
Q82955	Q28640
Q82988	Q23442
Q82999	Q5
Q83001	
Q83029	Q5
Q83041	Q5
Q83055	Q645883
Q83065	Q1357964 Q1549591 Q515
Q83067	Q6617741 Q23442
Q83069	Q48336
Q83071	Q5398426
Q83087	
Q83090	Q23847174
Q83093	
Q83100	Q5
Q83102	Q48336
Q83149	Q186516
Q83159	Q5
Q83169	Q2627400 Q241284
Q83182	Q5
Q83203	Q15707583
Q83211	Q262166
Q83222	Q2464485 Q630830
Q83233	Q5
Q83251	Q484170
Q83286	Q3024240 Q3624078
Q83296	Q241284
Q83303	Q28920117 Q28920142 Q28923026 Q9143 Q28922885 Q21562092 Q899523
Q83306	
Q83307	Q12737077 Q294414
Q83320	Q11173
Q83353	Q87058424
Q83367	Q179461 Q51623
Q83370	Q9135 Q218616
Q83380	Q1373429 Q3257916 Q1121886
Q83382	Q431289 Q811701
Q83389	Q26398 Q15265344
Q83428	Q5
Q83459	Q6979593
Q83476	Q5
Q83481	
Q83494	Q5
Q83505	Q11424
Q83572	Q48349 Q3024240
Q83575	Q476028
Q83584	Q249556
Q83653	Q5
Q83659	Q8502
Q83672	Q5
Q83693	Q5
Q83714	Q5
Q83755	Q27560760 Q7725634 Q17518461
Q83786	Q5119 Q1549591 Q515
Q83813	Q1093829 Q1549591 Q76514543
Q83835	Q249556
Q83922	Q34394
Q83944	Q11862829
Q83958	Q48349 Q3024240 Q1250464
Q83978	Q5398426
Q84088	Q5
Q84094	Q2001305
Q84133	Q4936952
Q84177	Q5
Q84233	Q5
Q84258	Q5
Q84284	Q5
Q84423	Q5
Q84444	Q5
Q84488	Q5
Q84497	Q5
Q84573	Q5
Q84594	Q5
Q84658	Q5
Q84702	Q5
Q84786	Q5
Q84824	Q5
Q84827	Q5
Q84862	Q5
Q85048	Q5
Q85099	Q5
Q85112	Q5
Q85142	Q5
Q85171	Q5
Q85339	Q5
Q85348	Q5
Q85618	Q5
Q85633	Q5
Q85914	Q5
Q85918	Q5
Q85947	Q5
Q85958	Q5
Q86070	Q5
Q86109	Q5
Q86170	Q5
Q86259	Q5
Q86300	Q5
Q86323	Q5
Q86393	Q5
Q86458	Q5
Q86535	Q5
Q86557	Q5
Q86625	Q31615
Q87018	Q5
Q87087	Q5
Q87167	
Q87457	Q5
Q87590	
Q87620	Q5
Q87727	Q5
Q88291	
Q88381	Q5
Q88462	Q5
Q88480	
Q89219	Q5
Q89540	Q5
Q89764	Q5
Q89800	Q5
Q89959	Q89934
Q90027	Q89934
Q90238	Q5
Q90247	Q5
Q90514	Q5
Q90649	Q5
Q90679	Q5
Q90787	Q5
Q90987	Q5
Q91122	
Q91228	Q747074
Q91247	Q7889
Q91391	Q5
Q91417	Q5
Q91508	Q5
Q91598	Q5
Q91899	Q5
Q91984	Q5
Q92026	
Q92040	Q5
Q92107	
Q92213	Q5
Q92494	Q5
Q92495	Q5
Q92526	Q3220391 Q35127
Q92561	Q6593035 Q1549591 Q515 Q14762300
Q92572	Q1107
Q92600	Q5
Q92609	Q5
Q92623	Q5
Q92633	Q5
Q92637	Q5
Q92640	Q47461344 Q8261
Q92653	Q5
Q92661	Q5
Q92729	Q5
Q92740	Q5
Q92743	Q5
Q92777	Q5
Q92803	Q5
Q92807	Q5
Q92875	Q5
Q92879	Q5
Q92923	Q5
Q92928	Q5
Q92940	Q5
Q92957	Q5
Q92973	Q5
Q92989	Q5
Q93120	Q5
Q93128	Q5
Q93157	Q5
Q93181	Q5
Q93184	
Q93189	Q25403900
Q93195	Q202156
Q93259	Q33837
Q93284	Q5
Q93301	
Q93341	Q5
Q93346	Q5741069
Q93356	Q5
Q93362	Q5
Q93365	Q5
Q93394	Q5
Q93444	Q5
Q93620	Q5
Q93670	Q11424
Q93690	Q5
Q93709	Q5
Q93718	Q5
Q93843	Q5
Q94430	Q7278
Q94526	Q5
Q94624	Q34442
Q94638	Q747074
Q94689	Q34442
Q94747	Q2039348
Q94885	Q34442
Q94916	Q198
Q95030	Q5
Q95035	Q237338 Q63952888 Q21198342
Q95086	Q162620
Q95088	Q162620
Q95123	Q493522
Q95322	Q5
Q95452	Q5
Q95541	Q5
Q95569	Q207694 Q24699794
Q95727	Q5
Q95729	Q5
Q95773	Q5
Q95852	Q5
Q96147	Q5
Q96251	Q5
Q96523	Q5
Q96585	Q5
Q96687	Q5
Q96719	Q5
Q96758	Q5
Q96830	Q5
Q96962	Q5
Q97084	Q5
Q98257	Q5
Q98833	Q5
Q98964	Q375928
Q98975	Q637846 Q2570643
Q99064	Q5
Q99386	Q5
Q99599	Q5
Q99633	Q740752
Q100047	
Q100120	Q1149652
Q100122	Q5
Q100159	Q4
Q100172	Q4164871
Q100408	Q5
Q100829	Q747074
Q100846	Q747074
Q100937	Q5
Q100962	Q747074
Q101004	Q9655 Q210588 Q15057490
Q101081	Q1149061 Q82794 Q1620908 Q3502482
Q101244	
Q101254	Q1549591 Q515
Q101266	Q5
Q101286	Q5
Q101294	Q5
Q101430	Q5
Q101437	Q5
Q101505	Q5741069
Q101638	Q5
Q101698	Q5
Q101942	Q5
Q101965	
Q101991	Q169872
Q102131	Q5
Q102139	Q5
Q102178	Q2485448 Q11422536
Q102231	
Q102356	Q21506450
Q102392	Q186516 Q22807280
Q102397	Q1175512 Q681277 Q13218690 Q515 Q587089 Q1549591 Q1175522
Q102496	Q15617994
Q102585	Q5
Q102769	Q3143826 Q11173 Q189567
Q102771	Q747074
Q102804	Q5
Q102822	Q5
Q102851	Q5
Q102865	Q5
Q102911	Q82794 Q7275
Q102987	Q186516
Q103000	Q5
Q103114	Q5
Q103140	Q5
Q103163	Q11773926
Q103204	Q3220391 Q6576792 Q2721136 Q72610003 Q559856 Q354869
Q103251	Q82794 Q1620908
Q103423	Q5
Q103431	Q5
Q103591	Q5
Q103717	Q5119 Q515 Q856076
Q103774	Q5
Q103859	Q5
Q103955	Q5
Q103985	Q7930989 Q486972
Q104002	Q66016 Q1916821
Q104053	
Q104123	Q11424
Q104154	Q5
Q104196	Q5
Q104231	Q200547
Q104285	Q1620908
Q104319	Q879146 Q20746389 Q13414953
Q104326	Q5
Q104334	Q11173 Q497173
Q104358	Q5
Q104574	Q5
Q104581	Q5
Q104607	Q5
Q104668	Q5
Q104699	Q5
Q104804	Q5
Q104843	Q2235308
Q104851	Q17155032
Q104934	
Q105092	Q1151405 Q3024240
Q105158	Q5
Q105237	Q5
Q105313	Q3024240 Q417175
Q105340	Q5
Q105349	Q5
Q105402	Q4936952
Q105420	Q483394 Q66739237
Q105522	Q11173
Q105527	Q188451
Q105674	Q2312410
Q105756	Q5
Q105875	Q5
Q105967	Q1161185
Q105979	Q5
Q106010	Q200538 Q60075825 Q1197685
Q106016	Q16887380
Q106039	Q4392985
Q106099	Q5
Q106199	Q47461344
Q106225	Q5
Q106255	Q5
Q106326	Q5
Q106349	Q5
Q106418	Q5
Q106434	Q5
Q106506	Q11424
Q106529	Q5
Q106573	Q5
Q106577	Q3024240
Q106624	Q5
Q106641	Q5
Q106693	Q83306 Q428830
Q106709	Q5
Q106807	Q5
Q106837	Q5
Q107008	Q5
Q107013	Q2642184
Q107126	Q13415368 Q1549591 Q16933701 Q498162
Q107130	Q5
Q107177	Q3863
Q107184	Q11173 Q189567
Q107397	Q179872
Q107422	Q5
Q107432	Q5
Q107450	Q5
Q107473	Q5
Q107673	Q3863
Q108058	Q13212489
Q108111	Q13212489
Q108131	Q13212489
Q108163	Q33104279
Q108206	Q5
Q108316	Q5
Q108418	Q11812346
Q108499	Q13212489
Q108510	Q5
Q108543	Q11424
Q108555	Q5
Q108745	Q24869
Q108846	Q11774097
Q108861	Q13415369
Q109010	Q127448
Q109016	Q37002670 Q35749
Q109053	Q5
Q109063	Q5
Q109092	Q13455770 Q3957 Q515 Q13455560
Q109176	Q45400320 Q23002054 Q3918
Q109391	
Q109432	Q4164871
Q109612	Q5
Q109626	Q11812346
Q109641	Q13415365
Q109709	Q13212489
Q109739	Q83620
Q109790	Q13415365
Q109804	Q11774097
Q109820	Q13410433
Q109858	Q7543083
Q109863	Q5
Q110079	
Q110126	Q5
Q110294	Q5
Q110299	Q5
Q110330	Q5
Q110462	Q5
Q110477	Q5
Q110486	Q11774097
Q110579	Q215380
Q110709	Q5
Q110714	Q5
Q110719	Q5
Q110888	Q417175 Q3024240
Q110910	Q636497
Q110916	Q5
Q110935	Q5
Q111729	Q11774097
Q111975	Q5
Q111982	Q5
Q111996	Q5
Q112023	Q5
Q112057	Q5
Q112078	Q11774097
Q112128	Q5
Q112307	Q5
Q112416	Q5
Q112456	Q13410508
Q112496	Q5
Q112534	Q5
Q112675	Q2039348
Q112714	Q11774097
Q112728	Q5
Q113029	Q13410403
Q113089	Q5
Q113113	Q5
Q113167	Q5
Q113246	Q5
Q113364	Q5
Q113625	Q18127
Q113673	Q127448
Q113692	Q127448
Q113718	Q127448
Q113818	Q5
Q114640	Q1344
Q114683	Q5
Q114749	Q5
Q114760	Q5
Q114845	Q5
Q114904	Q13414757
Q114946	Q5398426 Q21198342 Q231302 Q21191019
Q115095	Q955824 Q1966910
Q115182	Q13414757
Q115457	Q573344
Q115551	Q13410403
Q115600	Q5
Q115625	Q5
Q115687	Q5
Q115700	Q5
Q115764	Q5
Q115766	Q5
Q115841	Q5
Q115845	Q20741022
Q115857	Q20741022
Q115861	Q5
Q115941	Q5
Q116008	Q5
Q116073	Q11173 Q2476769
Q116211	Q48021659
Q116232	Q17412622
Q116269	Q632350 Q11173 Q902638 Q189567
Q116303	Q5
Q116309	Q5
Q116336	Q5
Q116346	Q5
Q116369	Q5
Q116439	Q1762059
Q116480	Q506240
Q116546	Q2656974 Q15980953 Q1667921
Q116569	Q5
Q116611	Q5
Q116617	Q5
Q116639	Q5
Q116767	Q532 Q486972
Q116780	Q5
Q116812	Q5
Q116822	Q5
Q116845	Q11424
Q117059	Q4830453 Q1252971 Q6881511
Q117067	Q5
Q117091	Q127448
Q117096	Q5
Q117139	Q5
Q117186	Q747074
Q117305	Q5
Q117428	Q7397
Q117448	Q5
Q117467	Q414147 Q1966910
Q117489	Q5
Q117522	Q215380
Q117530	Q174736
Q117611	Q5
Q117680	Q5
Q117684	Q5741069
Q117708	Q1248784
Q117710	Q5
Q117759	Q5
Q117840	Q5
Q118018	Q7366
Q118026	Q67015883
Q118081	Q5
Q118187	Q5
Q118663	Q4830453
Q118714	Q39594 Q31615
Q118743	Q13415370
Q118840	Q3231690
Q118892	Q5
Q118903	Q17301072
Q118922	Q818545
Q118936	Q5
Q119563	Q5
Q119741	Q5
Q120411	Q5
Q120433	Q891723
Q120568	Q5
Q120572	Q5
Q120649	Q15229207
Q120730	Q50337
Q120976	Q5189500 Q11348
Q121157	Q56557504 Q1549591 Q1637706
Q121176	Q30109942
Q121381	Q958314
Q121386	Q5
Q121437	Q5
Q121535	Q5
Q121564	Q5
Q121688	Q186516 Q3961007
Q121731	Q7307130
Q121734	Q5
Q121852	Q5
Q122043	Q11173 Q227790 Q1616877
Q122063	Q5
Q122290	Q5
Q122294	Q5
Q122304	Q5
Q122335	Q5
Q122338	Q5 Q2944360
Q122366	Q5
Q122371	Q2300991 Q625298
Q122392	Q5
Q122443	Q34763 Q1620908
Q122462	Q2067046 Q186516
Q122544	Q35127
Q122574	Q165
Q122701	Q5
Q122723	Q50337
Q122741	Q210167 Q1137109 Q6881511 Q4830453
Q122773	Q5
Q122960	Q32880 Q968159
Q122972	Q5
Q122998	Q5
Q122999	Q5
Q123014	Q5
Q123018	Q210167
Q123022	Q5
Q123029	Q5
Q123045	Q8054
Q123089	Q5
Q123190	Q5
Q123199	Q15891112 Q2570643
Q123238	Q5
Q123263	Q5
Q123368	Q5
Q123389	Q5
Q123390	Q7247856 Q207170 Q218616
Q123417	Q5
Q123463	Q5
Q123514	Q5
Q123603	Q5
Q123612	Q5
Q123646	Q5
Q123704	Q11639
Q123709	Q1549591 Q202435 Q515
Q123798	Q5
Q123807	Q5
Q123829	Q5
Q123867	Q5
Q123871	Q185113 Q191992
Q124020	Q186516
Q124072	Q15142889
Q124086	Q5
Q124099	Q5
Q124220	Q5
Q124372	Q5
Q124462	Q5
Q124679	Q5
Q124693	Q5533440
Q124714	
Q124754	Q5
Q124772	Q5
Q124831	Q5
Q124873	Q23442
Q124919	Q3957 Q515 Q856076
Q124943	Q1151405 Q1323642 Q3024240
Q124976	Q4830453
Q125076	Q11424
Q125080	Q515 Q856076
Q125121	Q5
Q125249	Q5
Q125371	Q4117139 Q131569 Q7094076
Q125384	Q23442
Q125482	Q355567 Q216353 Q4164871 Q63187345 Q3320743
Q125631	Q5
Q125658	Q2485448
Q125666	Q5
Q125731	Q5
Q125761	Q15925165
Q125830	Q5
Q125921	Q42998
Q125976	Q5
Q125984	Q5
Q126129	Q208569
Q126188	Q5
Q126269	Q1549591 Q515
Q126270	Q5
Q126326	Q5
Q126586	Q1110794
Q126633	Q5
Q126742	Q5
Q126793	Q268592
Q126804	Q570116 Q8502
Q126842	Q22811234
Q126961	Q5
Q127091	Q187223 Q283202
Q127141	Q1143070 Q782543
Q127167	Q191093
Q127197	
Q127213	Q1914636
Q127242	Q215380
Q127254	Q5
Q127319	Q174989
Q127330	Q5
Q127337	Q5398426
Q127344	Q5
Q127350	Q5
Q127370	Q3231690
Q127372	Q1154710
Q127398	Q5
Q127423	Q5
Q127430	Q11424
Q127513	Q50337
Q127623	Q1549591 Q10571400 Q515 Q856076
Q127688	Q5
Q127766	Q5
Q127771	Q20027953
Q127819	Q5
Q127861	Q1323642 Q3241965 Q3024240
Q127911	Q5
Q127925	Q476028
Q127951	Q1248784 Q644371
Q127955	Q1248784 Q644371
Q127974	Q186516
Q127980	Q181394
Q128011	Q1402592
Q128019	Q5
Q128069	Q27702623 Q15063611
Q128076	Q5
Q128079	Q13410403
Q128085	Q5
Q128102	Q4366834
Q128160	Q381072
Q128220	Q215380
Q128267	Q20643955
Q128297	Q5
Q128306	Q1093829 Q1549591
Q128321	Q1093829 Q62049 Q1549591
Q128323	Q23442
Q128338	Q747381
Q128347	Q186516
Q128356	Q6881511 Q4830453
Q128361	Q1093829 Q62049
Q128460	Q5
Q128499	Q7930989 Q486972
Q128563	Q5
Q128593	Q23847174 Q1047698
Q128614	Q5
Q128633	Q5
Q128645	Q5
Q128655	Q5
Q128657	Q8502
Q128664	Q5
Q128665	Q1639634
Q128686	Q5
Q128758	Q1792379 Q223393
Q128781	Q772547
Q128788	Q5
Q128812	Q14660
Q128852	Q37002670 Q35749
Q128891	Q1093829 Q1549591
Q128894	Q5
Q128902	Q5
Q128927	Q11424
Q128929	Q6881511 Q4830453
Q128967	Q5
Q128992	Q5
Q129003	Q161243
Q129031	
Q129079	Q5
Q129092	Q5
Q129132	Q186516
Q129137	Q187432
Q129163	Q11173
Q129170	Q27686
Q129199	Q5
Q129278	Q53060
Q129286	Q3024240 Q223832 Q3624078
Q129516	Q484652 Q414147
Q129610	Q515 Q13455645
Q129774	Q5
Q129791	
Q129793	Q23442338 Q2351962 Q1155404 Q229371
Q129873	Q11424
Q129906	Q87167 Q3331189
Q129916	Q5
Q129929	Q47461344
Q129967	Q5
Q130015	Q5
Q130086	Q7365 Q52193405
Q130139	Q5
Q130171	Q4830453
Q130186	
Q130191	Q1357964 Q1549591 Q515
Q130193	Q1248784 Q644371
Q130206	Q537127 Q1735471 Q158438 Q3397519
Q130223	
Q130243	Q7365 Q52193405
Q130284	Q15296535
Q130311	Q5
Q130346	Q21188110
Q130365	Q11173 Q12140 Q34956 Q189567 Q35456
Q130579	Q502074
Q130601	Q5
Q130631	Q5
Q130637	Q21451686
Q130693	
Q130695	
Q130704	Q22704077 Q1406161 Q1190554
Q130742	Q5
Q130754	Q7944 Q8070
Q130759	Q5
Q130760	Q11019
Q130762	
Q130774	Q186516
Q130864	Q1248784 Q644371
Q130871	Q11483816 Q220505
Q130873	Q5
Q130924	Q47461344 Q1521512
Q130949	Q31629
Q130975	Q5
Q131002	Q5
Q131036	Q477544
Q131068	Q47461344 Q29154430
Q131072	Q179461 Q29154430
Q131083	Q10864048 Q161243 Q137413 Q933394
Q131101	Q29154430 Q215495
Q131120	Q5
Q131144	Q56884562
Q131162	Q5
Q131186	Q20202269
Q131204	Q186516
Q131210	Q4022
Q131214	
Q131222	Q11862829 Q2465832
Q131230	Q8072 Q8502
Q131231	Q56816954
Q131262	Q875538 Q45400320
Q131263	
Q131279	Q37002670
Q131290	Q1549591 Q56557664
Q131297	Q41397 Q180684
Q131324	Q5
Q131337	Q7270 Q56061 Q3024240 Q236036
Q131346	Q3658341 Q22988604
Q131375	Q299191
Q131402	Q644371
Q131422	Q5741069
Q131425	Q188451
Q131438	Q202156
Q131458	Q179461 Q29154430
Q131476	Q4671286 Q11862829 Q1936384
Q131479	Q28653
Q131480	
Q131491	Q1549591 Q3957
Q131549	Q5
Q131559	
Q131569	
Q131578	Q188451
Q131581	Q5
Q131587	Q5
Q131590	Q179461 Q29154430
Q131596	
Q131635	Q179461 Q29154430
Q131640	Q179461 Q29154430
Q131645	Q8142
Q131674	Q5
Q131681	
Q131683	Q28598684
Q131691	Q5
Q131694	Q515 Q1549591 Q3024240 Q486972
Q131713	Q23691 Q207628
Q131718	Q7366
Q131733	Q5
Q131734	
Q131737	Q179461 Q7725634
Q131746	
Q131761	Q5
Q131814	Q5
Q131818	Q2989398 Q1549591 Q515
Q131855	
Q131910	Q4830453
Q131914	Q5
Q131964	Q3024240 Q3624078
Q132020	Q56682555
Q132050	Q828803 Q12737077 Q294414
Q132110	Q1002697
Q132137	
Q132265	Q13414953
Q132298	Q11173 Q3143826 Q1041116 Q189567
Q132311	Q20076756
Q132341	Q5
Q132398	Q5
Q132501	Q21009059 Q11173
Q132516	Q15056993
Q132537	Q5
Q132633	Q186516
Q132692	Q5
Q132708	Q5
Q132711	Q5
Q132781	
Q132805	Q5
Q132821	
Q132845	Q5
Q132952	Q5
Q132959	Q82794
Q132964	Q5
Q133001	Q5
Q133009	Q5
Q133015	Q186516
Q133032	Q41710
Q133046	Q5
Q133069	Q484170
Q133073	Q1549591 Q2881272 Q515
Q133080	Q1047113 Q8148 Q1914636
Q133083	Q191093
Q133100	Q5
Q133108	Q5
Q133116	Q1549591 Q515 Q14762300
Q133123	Q1549591 Q515
Q133132	Q1323212 Q43229 Q188055 Q1388421 Q3533467
Q133156	
Q133215	
Q133261	Q23691
Q133267	Q5
Q133315	Q515
Q133327	Q23956024 Q486902
Q133356	Q236036 Q3024240 Q179164 Q3624078
Q133386	Q5
Q133396	Q37002670 Q35749
Q133405	Q215380 Q58603552
Q133485	Q3320743 Q63187384
Q133493	
Q133516	Q47154513
Q133566	Q1154710
Q133622	Q5
Q133682	Q5
Q133943	Q5398426
Q134067	Q13741
Q134140	Q855747 Q839954
Q134219	Q47154513
Q134241	Q476028
Q134307	Q1792379
Q134350	Q4022
Q134388	Q7805266 Q24284226 Q11688446
Q134556	Q20202269
Q134574	
Q134588	Q5
Q134627	Q186516
Q134646	Q5
Q134672	Q1357964 Q1549591 Q515
Q134685	Q856076
Q134698	Q484170
Q134709	Q5
Q134737	Q187588
Q134768	
Q134783	Q87058424
Q134787	Q1936384
Q134808	
Q134817	Q5
Q134862	
Q134874	Q186516
Q134942	Q5
Q134949	Q198
Q135106	Q5
Q135171	Q5
Q135288	Q3814081
Q135321	Q56682555 Q7927908
Q135330	Q12178655
Q135503	Q5
Q135615	Q1093829 Q1549591
Q135622	Q28031555 Q35127
Q135630	Q621985
Q135888	Q2424752
Q135908	Q215380
Q136046	Q4502119 Q968159
Q136433	Q476028
Q136469	Q431289 Q7397
Q136893	Q33506 Q23413
Q137042	Q5
Q137097	Q1192063
Q137106	Q5
Q137271	Q34986717 Q1549591 Q515
Q137509	Q13410496
Q137727	Q5
Q137739	Q5
Q137819	Q5
Q137911	Q5
Q137934	Q5
Q138174	Q25379
Q138205	Q5
Q138227	Q11173
Q138232	Q5
Q138311	Q2974552
Q138367	Q2974552
Q138391	Q2974552
Q138396	Q81639 Q1142281 Q15632617
Q138409	Q5
Q138518	Q2911266
Q138553	
Q138558	Q5
Q138651	Q5
Q138664	Q5
Q138765	Q5
Q139052	Q5
Q139059	Q215380
Q139064	Q18127
Q139072	Q15911314 Q7210356 Q486972
Q139088	Q27676416
Q139364	Q5
Q139549	Q5
Q139560	Q5
Q139670	Q3024240 Q3624078
Q139857	Q11173 Q898753
Q139918	Q216712
Q140074	Q5
Q140083	Q216712 Q2881272
Q140124	Q5
Q140147	Q1549591 Q79323854 Q902814
Q140201	Q5
Q140255	Q747074
Q140359	Q11514315 Q3024240 Q521972 Q3624078
Q140373	Q375336
Q140486	Q2485448
Q140489	Q3863
Q140527	Q47461344
Q140575	Q5
Q140619	Q5
Q140646	Q15239622 Q17315624
Q140680	Q581714 Q5398426
Q140696	Q5
Q141026	Q240601
Q141037	Q5
Q141286	Q39594
Q141293	
Q141304	Q39594
Q141317	Q5
Q141336	Q1762059 Q375336
Q141400	Q39594
Q141407	Q39594
Q141433	Q943929
Q141445	Q27676416
Q141456	Q39594
Q141488	
Q141500	Q27676416
Q141504	Q39594
Q141517	Q39594
Q141580	Q39594
Q141600	Q39594
Q141625	Q39594
Q141648	Q39594
Q141709	Q39594
Q141711	Q27676416
Q141731	Q27676416
Q141844	Q1549591 Q27676416 Q3518817
Q141915	Q4022
Q142025	Q5
Q142095	Q2305295 Q2085381
Q142318	Q82794
Q142348	Q1110794
Q142417	Q417175 Q3024240
Q142656	Q5
Q142965	Q333542 Q133156
Q142983	Q5
Q142999	Q5
Q143198	Q5
Q143324	Q39594
Q143493	Q5398426
Q143857	Q215380
Q143886	Q414147
Q143945	Q5
Q144149	Q39594
Q144327	Q8502
Q144491	Q5
Q144574	Q10225 Q15891112
Q144624	Q5
Q144858	Q7397
Q144927	Q3863
Q144999	Q2016362
Q145093	Q2651004
Q145151	Q4989906
Q145352	Q37756
Q145761	
Q145780	Q220659 Q87167 Q5281800
Q145903	Q4671286 Q11862829
Q145935	Q1344
Q146291	Q5
Q146328	Q3024240
Q146491	Q1756157
Q146505	Q4897819
Q146673	Q11424
Q147235	Q5398426
Q147636	Q5
Q147756	Q7930989 Q1549591 Q192287
Q147787	Q7725634
Q147796	Q2221906 Q3401774
Q147804	Q82794
Q147909	Q3024240 Q417175 Q3624078
Q148154	Q8502
Q148257	Q190570
Q148440	Q23442
Q148442	
Q148540	Q133442 Q3024240 Q3624078
Q148836	
Q148958	
Q149016	Q12131640
Q149086	Q1931388
Q149182	Q4022
Q149315	Q5
Q149537	Q4263830 Q223393
Q149582	Q5
Q149584	Q1047113
Q149727	Q5
Q149789	Q57653825
Q149805	Q3024240 Q417175
Q149806	Q19958368
Q149813	Q17524420 Q1802210 Q11862829
Q150058	Q1336152 Q3024240
Q150068	Q25768329
Q150323	
Q150429	Q11173 Q21009053 Q41581 Q2799651 Q43648
Q150440	Q41581 Q11173 Q55427774 Q21009055
Q150463	Q16521
Q150529	Q581714
Q150570	Q18487018
Q150681	Q11173 Q58623289 Q41581 Q21009055 Q43648
Q150731	Q41581 Q11173
Q150750	Q215380
Q150767	Q5
Q150804	Q11424
Q150812	Q467011 Q831663
Q150820	Q21886169 Q41298 Q13605686
Q150843	Q41581 Q11173 Q43648
Q150907	Q82794
Q151005	Q178561
Q151052	Q2001676
Q151075	Q5
Q151098	Q5
Q151105	Q5
Q151121	Q1248784 Q644371
Q151135	Q620615 Q60784896
