Q15	Q5107
Q159490	Q5
Q159535	
Q159539	Q46831
Q159583	Q866196 Q1896989 Q1147274
Q159589	Q46831 Q674541
Q159614	Q4830453 Q891723 Q6881511
Q159656	Q8436
Q159685	Q747074
Q159729	Q13393265
Q159736	Q202156
Q159766	Q162157 Q4830453 Q6881511
Q159834	Q5
Q159838	Q15273785 Q493522
Q159848	Q1154710
Q159856	Q26830017 Q3024240 Q154547
Q159884	Q1076486 Q589481 Q8719053
Q159905	Q5
Q159974	Q15273785 Q493522
Q159978	Q5
Q159979	Q171318
Q159987	Q209495
Q159998	
Q160003	
Q160054	Q2143354 Q6881511
Q160082	Q378427
Q160103	Q5741069
Q160112	Q17431399 Q207694
Q160116	Q5
Q160173	Q515 Q902814 Q1549591
Q160175	Q152081 Q2583015
Q160188	Q7278
Q160199	Q484170 Q21869758
Q160213	Q979507 Q21070568 Q55607025
Q160236	Q207694
Q160242	Q186516
Q160284	Q191093
Q160302	Q45400320 Q2667285 Q875538
Q160307	Q131401 Q1323642 Q3024240
Q160398	Q4162444 Q11862829 Q11790203
Q160422	Q5
Q160430	Q5
Q160445	Q5
Q160450	Q1147395 Q2716259 Q1549591 Q515 Q1637706
Q160493	Q6489113 Q515
Q160544	Q1549591
Q160549	Q163740 Q11422536
Q160574	Q215380
Q160618	Q11424
Q160619	Q5
Q160642	Q1115575 Q515
Q160687	Q25412763 Q1549591
Q160696	
Q160710	
Q160719	Q431289
Q160732	Q18127
Q160734	Q50337
Q160738	Q483394
Q160802	Q5
Q160813	Q27020041
Q160826	Q6979593
Q160907	Q5
Q160916	Q5
Q160918	Q43229 Q2352121 Q1455927
Q160927	Q484170
Q160935	Q5
Q161036	Q107390 Q3024240
Q161057	Q31855 Q748019
Q161062	Q164142
Q161066	Q16521
Q161072	Q27020041
Q161076	Q5
Q161101	Q25295
Q161129	Q42744322
Q161159	Q5
Q161272	Q4671286 Q60680430
Q161328	Q5
Q161337	Q13393265
Q161345	Q13393265
Q161405	Q1616075
Q161437	Q930752 Q11862829
Q161491	Q1357964
Q161524	
Q161544	Q4830453
Q161554	Q476028
Q161562	Q23002054 Q3918
Q161590	Q5
Q161673	Q42744322 Q54935786
Q161705	Q2235308
Q161733	Q1047113
Q161750	Q46831
Q161764	Q1665984 Q11790203
Q161798	
Q161804	Q25295
Q161806	Q1966910 Q955824 Q2093358
Q161810	Q27020041
Q161833	Q4830453
Q161885	Q417175 Q3024240 Q3624078
Q161928	
Q161933	Q5
Q161982	Q45400320 Q875538
Q161987	Q7930989 Q1849719
Q162022	Q15273785
Q162080	Q5
Q162111	Q207694
Q162116	Q15056993
Q162247	Q215380
Q162279	Q515 Q856076 Q1549591
Q162314	Q11862829
Q162345	Q4830453 Q6881511
Q162413	Q2264924 Q17001376
Q162442	Q515 Q1637706 Q1549591
Q162449	Q51481377
Q162455	Q9051300
Q162475	Q179872
Q162492	Q5
Q162563	Q1110794
Q162606	Q930752 Q28598684
Q162655	Q5
Q162691	Q620749 Q12827256 Q1406161 Q1509831
Q162740	Q5
Q162789	Q186516
Q162817	Q11862829
Q162827	Q223393
Q162843	Q8514 Q56061
Q162880	Q748149 Q1637706 Q1549591
Q162908	Q101352
Q162933	Q486972
Q162940	
Q162942	Q151885
Q162980	Q186516
Q162985	Q4022 Q159675
Q163038	Q11424
Q163108	Q484170
Q163118	Q5
Q163271	Q3348196
Q163275	Q5
Q163292	Q5
Q163479	Q486972 Q902814 Q3957
Q163480	Q13393265
Q163490	Q515 Q1549591
Q163534	Q6979593
Q163547	Q6979593
Q163566	Q4830453 Q891723
Q163700	Q193622
Q163740	
Q163749	Q62049 Q1093829 Q192611
Q163759	
Q163795	Q484170
Q163798	Q515 Q702492 Q1549591
Q163804	Q207694
Q163829	
Q163832	Q186516
Q163900	Q5
Q163938	Q5
Q163966	Q821435
Q163986	Q7930989
Q163989	Q215380
Q164001	Q7930989
Q164004	Q5
Q164027	Q1154710
Q164038	Q5
Q164054	Q5503
Q164078	Q3504085
Q164089	Q6979593
Q164098	Q2039348
Q164102	Q182531
Q164134	Q6979593
Q164142	
Q164203	Q35127
Q164204	Q4671286 Q11862829
Q164234	Q1749269 Q1637706
Q164236	Q28640
Q164281	Q5
Q164293	Q15056995
Q164294	Q20643955
Q164348	Q180684
Q164380	Q21010817
Q164420	Q375928
Q164425	Q5
Q164444	Q188451
Q164557	Q1779157 Q176799
Q164593	Q5
Q164688	Q5
Q164716	Q210167
Q164740	Q4830453 Q6881511
Q164761	Q2312410
Q164775	Q5
Q164819	Q10864048 Q542797
Q164974	Q7725634
Q164983	Q831663 Q2001676
Q165008	Q133156 Q164142
Q165140	Q42744322
Q165141	Q6979593
Q165199	Q502895
Q165230	Q186516
Q165256	Q864306 Q169534
Q165274	Q5
Q165301	
Q165303	Q581714
Q165372	Q899523 Q9143 Q341
Q165376	Q158683
Q165394	Q11424
Q165408	Q207299
Q165422	Q515
Q165459	Q1776764
Q165467	Q5
Q165479	Q5
Q165488	Q5
Q165500	Q186516
Q165519	Q5
Q165528	Q875538 Q3918
Q165529	Q13393265
Q165575	Q741821
Q165642	Q11424
Q165666	
Q165670	Q5193377
Q165678	
Q165682	Q7930989 Q192287
Q165693	Q5
Q165711	Q18127
Q165745	Q18127
Q165765	Q1589009 Q6881511
Q165777	Q218616 Q1373429
Q165783	Q46395 Q783953
Q165784	Q869042
Q165795	Q1288568 Q34770 Q61566
Q165858	Q4830453
Q165910	Q5
Q165942	Q618779 Q184349
Q165950	
Q165956	Q191093
Q165980	Q45400320 Q3918
Q165994	Q4830453 Q6881511
Q166032	Q1110794 Q4830453 Q11032
Q166065	Q2039348 Q515 Q1852859 Q5119
Q166072	Q11448906
Q166093	Q5
Q166105	Q13393265
Q166121	Q27020041
Q166139	Q5
Q166142	Q17155032
Q166196	Q6979593
Q166234	Q5
Q166262	Q11424
Q166297	Q5
Q166304	Q62049 Q1093829 Q1549591
Q166382	Q355567 Q4164871
Q166400	Q15265344 Q37178026 Q878249
Q166419	Q10689397 Q1254874 Q1616075
Q166519	Q5
Q166542	Q4671286 Q11862829 Q189533
Q166551	Q27020041
Q166635	Q5
Q166663	Q5
Q166685	Q5
Q166713	Q968159
Q166714	Q5
Q166729	Q270791
Q166755	Q46831
Q166776	Q6979593
Q166817	Q15141321
Q166916	Q486972
Q166946	Q494721
Q166953	Q210167
Q167024	Q484170
Q167132	Q5
Q167141	Q484170
Q167152	Q484170
Q167186	Q1762059 Q748019
Q167189	Q7278
Q167199	Q1776764
Q167231	Q56242215
Q167245	Q1048525
Q167250	Q5
Q167253	Q13393265
Q167270	
Q167286	Q15056993
Q167346	
Q167359	Q7889
Q167408	Q215380
Q167458	Q5
Q167485	Q158683
Q167510	
Q167533	Q28057030
Q167541	Q15991303
Q167546	Q5
Q167558	Q618779
Q167573	Q5
Q167579	Q747074
Q167580	Q13410496
Q167600	Q484170
Q167700	Q1624034
Q167715	Q515 Q1549591
Q167733	Q23002054 Q1377182
Q167744	Q707813 Q15334 Q515
Q167751	Q846303
Q167757	Q5
Q167835	Q7058673
Q167846	Q5
Q167920	Q2385804 Q1310653 Q1966910
Q167977	Q215380
Q167987	Q3705105
Q168000	Q23002054 Q902104 Q15936437
Q168040	Q5
Q168052	Q1187580 Q1006876 Q21503295
Q168057	Q34843301 Q640364 Q1549591
Q168062	Q5
Q168115	Q4830453 Q6881511
Q168116	Q5
Q168193	Q515 Q1549591
Q168210	Q6055843
Q168291	Q4936952
Q168360	Q1478443 Q163740 Q11422536
Q168380	Q32096
Q168396	Q35749
Q168397	Q6979593
Q168407	Q18127 Q6881511
Q168413	Q15416
Q168452	Q5
Q168515	Q62078547 Q23002039
Q168562	Q7058673
Q168648	Q902814 Q13218690 Q681277 Q587089
Q168660	Q476028
Q168717	Q1616075 Q1378498
Q168741	Q5
Q168751	Q23002054 Q45400320 Q3918
Q168782	Q7930989 Q192287
Q168788	Q39367
Q168792	Q5
Q168828	Q2479200
Q168831	Q3558970
Q168845	Q17444909
Q168929	Q1549591 Q3184121 Q5119
Q168954	Q515
Q168992	Q5
Q169034	Q5
Q169057	Q5
Q169101	Q875016
Q169138	Q13393265
Q169145	Q5741069
Q169235	Q1154710
Q169275	Q5
Q169313	Q11173
Q169324	
Q169367	Q5
Q169376	Q50337
Q169400	Q5
Q169451	
Q169452	Q5
Q169470	Q28640
Q169501	Q3348196
Q169552	Q1252971
Q169584	Q5
Q169612	Q5
Q169637	Q13393265
Q169661	Q13393265
Q169889	Q1616075
Q169930	Q20202269
Q169943	Q1093829
Q169952	Q13212489
Q169962	Q6341928
Q169964	Q3231690
Q169985	Q476028
Q170004	Q2312410
Q170027	Q45400320 Q38723 Q3918
Q170040	Q476028
Q170041	Q1344695
Q170070	Q8502
Q170072	Q20181813 Q170156 Q3024240 Q3624078
Q170073	Q19967801
Q170115	Q6936225 Q515 Q1637706 Q1549591
Q170125	Q476028
Q170128	Q18536594
Q170135	Q1110794
Q170152	Q17431399 Q740437
Q170173	Q2235308
Q170174	Q3024240 Q3624078
Q170196	Q3406659
Q170201	Q930752 Q11862829
Q170208	Q13414953 Q2742167
Q170210	Q4765290
Q170213	Q3348196
Q170238	Q15961983 Q15961987 Q5151404
Q170244	Q515
Q170263	Q515 Q1357964
Q170287	Q37800986 Q515 Q1549591
Q170289	Q186516
Q170305	Q355567
Q170309	Q158683
Q170322	Q748149 Q250811 Q1637706 Q1549591
Q170327	Q6979593
Q170340	Q5
Q170350	Q20180868
Q170366	Q1637706 Q1549591 Q56557504
Q170377	Q3957
Q170380	Q5
Q170384	Q20643324
Q170403	Q6979593
Q170416	Q4830453 Q6881511
Q170420	Q334453 Q210167
Q170433	Q2974552
Q170435	Q188451
Q170446	Q3348196
Q170462	Q15063586 Q107390
Q170465	Q186516
Q170477	
Q170478	Q3957 Q1549591
Q170481	Q484652
Q170482	Q486972 Q5119
Q170483	Q2235308
Q170486	Q25403900
Q170497	Q515 Q1357964 Q1549591
Q170507	Q515 Q484170
Q170513	Q7930989 Q192287 Q1549591
Q170519	
Q170545	Q11173 Q12140
Q170555	Q186516
Q170561	Q6979593
Q170564	Q11424
Q170566	Q6979593
Q170571	Q16743958 Q1792379
Q170578	Q1549591 Q3184121 Q5119
Q170583	Q7725634
Q170599	Q5741069
Q170600	Q3961007 Q645466
Q170603	Q20203507
Q170604	Q133156 Q12356456
Q170611	Q188451
Q170616	Q494721 Q1749269 Q1549591 Q65589340
Q170645	Q27020041
Q170688	Q1062710 Q515 Q1637706 Q1549591
Q170703	Q13580678 Q476028 Q15720476
Q170714	Q515 Q902814
Q170725	Q7930989 Q515
Q170727	Q515
Q170737	Q2312410
Q170754	Q47495022
Q170770	Q4304392 Q3024240 Q3624078
Q170790	Q28640
Q170842	Q5
Q170895	Q236036
Q170912	Q44597158
Q170967	Q515 Q6024226 Q2716259 Q1549591
Q170978	Q8148 Q4671286 Q11862829
Q171043	
Q171103	Q186516
Q171141	Q8187769 Q1914636 Q268592
Q171150	Q417175 Q3024240 Q3624078
Q171166	Q5
Q171171	Q930752 Q11862829
Q171183	Q865588
Q171185	Q5
Q171186	Q3220391 Q1810858 Q35127
Q171201	
Q171221	Q5503
Q171275	Q5
Q171288	Q926439
Q171322	Q686822
Q171328	Q727002 Q131569
Q171331	Q3348196
Q171332	Q2338524
Q171335	Q21748148 Q10497835
Q171337	Q15648574 Q20074337
Q171348	Q1250464 Q3024240
Q171353	Q902814 Q515 Q13218690
Q171356	Q2338524
Q171358	Q2338524
Q171367	Q20074337
Q171382	Q158683
Q171390	Q926439
Q171400	Q926439
Q171402	Q2338524
Q171404	Q2338524
Q171417	Q2338524
Q171449	Q2338524
Q171510	Q165 Q6617741
Q171520	Q5
Q171529	Q2235308 Q16103215
Q171536	Q2039348
Q171566	Q2338524
Q171574	Q1777138
Q171626	Q5
Q171627	Q9109
Q171632	Q515 Q1637706 Q1549591
Q171649	Q4022
Q171692	Q4164871 Q11773926
Q171705	Q9109
Q171715	Q8036
Q171730	Q5
Q171736	Q5
Q171750	Q8036
Q171793	Q9208
Q171800	Q484170
Q171865	Q8019
Q171882	Q29556224
Q171899	Q29556
Q171919	Q8036
Q171939	Q8036
Q171954	Q9102
Q171965	Q3348196
Q171969	Q5
Q171979	Q2198484
Q171985	Q740752
Q171990	Q12909644 Q5333510
Q172014	Q6979593
Q172020	Q6979593
Q172025	Q6979593
Q172030	Q21748148 Q20074337
Q172081	Q9209
Q172157	Q515 Q1357964
Q172166	Q8036
Q172221	Q6979593
Q172248	Q5
Q172290	Q55524005 Q71376028
Q172326	Q5
Q172327	Q5
Q172339	Q13393265
Q172385	Q1149652
Q172415	Q515 Q1549591
Q172430	Q23002054 Q3918
Q172435	Q17156793
Q172438	Q515 Q1549591
Q172455	Q484170 Q1549591
Q172466	Q5
Q172470	Q7930989 Q192287
Q172482	Q1149652
Q172505	Q5
Q172517	Q186516
Q172547	Q5
Q172567	Q847017
Q172579	Q20181813 Q3024240 Q3624078
Q172582	Q378427
Q172593	Q484170
Q172632	Q5
Q172682	Q5
Q172736	Q1768697
Q172738	Q2338524
Q172741	Q17412622 Q786820
Q172748	
Q172803	Q476028
Q172831	Q27020041
Q172840	Q5
Q172851	Q2338524
Q172860	Q2338524
Q172864	Q695850 Q1777138
Q172869	Q2338524
Q172876	Q2338524
Q172880	Q2338524
Q172897	Q1777138
Q172907	Q4164871
Q172930	Q8000
Q172938	Q8082
Q172943	Q9208
Q172964	Q1781513
Q172969	Q476028
Q172980	Q201658
Q173009	Q476028
Q173037	Q7930989
Q173047	Q7930989
Q173082	Q28171280 Q3024240
Q173083	Q1777138
Q173119	Q7998
Q173152	Q7278
Q173155	Q8019
Q173156	
Q173157	Q8000
Q173180	Q215380
Q173192	Q7980
Q173196	Q5
Q173219	Q15273785 Q493522
Q173248	Q5
Q173270	Q1952852 Q20202352
Q173277	Q15344922 Q515 Q15303838
Q173282	Q4204501
Q173292	Q23442
Q173310	Q515 Q5119 Q1549591
Q173357	Q4830453 Q6881511
Q173358	Q4830453 Q6881511
Q173372	Q5
Q173402	Q58863414
Q173428	Q24764
Q173429	Q9209
Q173474	Q515
Q173479	Q24764
Q173481	Q5
Q173488	Q673687
Q173496	Q1114515 Q4830453 Q1320047
Q173500	Q179872
Q173522	Q673687
Q173531	Q5
Q173535	Q186516
Q173548	Q186516
Q173554	Q186516
Q173585	Q5
Q173591	Q34843301 Q1549591 Q640364
Q173663	Q12973014 Q20074337
Q173746	Q5
Q173761	Q208164 Q236036
Q173778	Q4830453
Q173782	Q968159 Q1792644
Q173790	Q9212979
Q173808	Q158683
Q173821	Q158683
Q173830	Q158683
Q173883	Q7930989
Q173897	Q5
Q173941	Q4830453 Q1137109 Q6881511
Q173985	Q515 Q1637706 Q1549591
Q174010	Q1344695
Q174017	Q11822917
Q174044	Q5
Q174066	Q39532350
Q174091	Q748149 Q1637706 Q1549591
Q174138	Q7930989
Q174155	Q7930989
Q174158	Q3918
Q174161	Q5
Q174170	Q2338524
Q174185	Q7930989 Q192287
Q174187	Q3348196
Q174193	Q20181813 Q3024240 Q3624078
Q174224	Q62049 Q1093829
Q174234	Q484170
Q174249	Q5
Q174291	Q11446438
Q174446	Q1254933
Q174479	Q5
Q174487	Q186516
Q174512	Q6979593
Q174570	Q62078547 Q38723
Q174648	Q5
Q174655	Q5
Q174665	Q34843301 Q640364
Q174684	Q515 Q1549591
Q174710	Q62078547 Q23002039
Q174736	Q2235308
Q174791	Q5
Q174810	Q5
Q174817	Q5741069
Q174818	Q4818021
Q174858	Q11016
Q174886	Q24764
Q174940	Q24764
Q174955	Q319141 Q65943
Q174989	Q30059018
Q175027	Q215380
Q175034	Q11424
Q175046	Q5
Q175077	Q277759
Q175092	
Q175095	Q55558200
Q175100	Q24764
Q175102	Q5
Q175111	Q1931388
Q175142	Q5
Q175145	Q6979593
Q175173	Q659563
Q175209	Q7930989 Q192287
Q175233	
Q175276	Q417175 Q3024240
Q175305	Q5
Q175309	Q6979593
Q175315	Q6979593
Q175353	Q7930989 Q192287
Q175371	Q7930989 Q192287
Q175375	Q5
Q175391	Q4830453 Q6881511 Q55190325
Q175403	
Q175407	Q7930989 Q486972
Q175437	Q12859788
Q175443	Q7278
Q175452	Q7930989 Q192287 Q1549591
Q175601	Q7930989
Q175621	Q56256086
Q175632	Q3957
Q175687	Q476028
Q175701	Q1849126
Q175704	Q755707
Q175735	Q14762890
Q175757	Q5
Q175778	Q5
Q176017	Q3546121
Q176035	Q936518
Q176121	
Q176134	Q5
Q176152	Q3231690
Q176178	Q856076
Q176186	Q856076
Q176191	Q856076
Q176216	Q178561
Q176247	Q4830453
Q176251	Q207694
Q176287	Q21070568
Q176296	Q37002670 Q2323591
Q176337	Q7930989
Q176371	Q476028
Q176457	Q215380
Q176636	Q7930989 Q1549591
Q176653	Q366301 Q3563335
Q176659	Q5
Q176684	Q3957
Q176721	Q5
Q176761	Q7930989
Q176822	Q31855 Q101965 Q811430
Q176843	Q32096
Q176883	Q27020041
Q176929	Q5
Q176968	Q16334295 Q4164871
Q177002	
Q177019	Q127448
Q177059	Q5
Q177076	Q15649504 Q3024240
Q177078	Q5
Q177104	Q5
Q177105	Q189118
Q177111	Q5
Q177131	Q5
Q177161	Q747074
Q177197	
Q177255	Q5
Q177329	Q74359
Q177342	Q11173 Q632350
Q177370	Q5
Q177378	
Q177409	
Q177460	Q1349088 Q27020041
Q177478	Q26132862
Q177504	Q5
Q177544	Q3957
Q177567	Q199403
Q177625	
Q177690	Q14763041 Q16295254
Q177814	Q4830453
Q177819	Q816829 Q6428674
Q177829	Q7930989 Q192287
Q177836	Q11173 Q189567
Q177859	Q1127126
Q177860	Q24334976
Q177886	Q431289
Q177998	Q134219 Q189567
Q178024	
Q178033	Q234497
Q178038	Q11514315 Q7270 Q3024240
Q178059	Q12136 Q18553616
Q178065	Q17431399 Q207694
Q178067	Q2264924 Q515 Q3192808 Q1549591
Q178093	Q1093829
Q178103	Q5
Q178169	Q13414953
Q178217	Q5
Q178238	Q7930989 Q192287
Q178281	Q11774149
Q178283	Q179872
Q178285	Q79719
Q178296	
Q178310	Q27587207 Q515
Q178351	Q15056995
Q178359	
Q178383	Q5
Q178389	
Q178430	Q15711994
Q178440	Q1288568 Q34770 Q33384
Q178471	Q158683
Q178488	Q23442 Q486972 Q3957
Q178545	Q5
Q178581	Q3231690
Q178598	Q12909644
Q178601	Q1061197 Q1254874
Q178611	Q1437459
Q178642	Q5741069
Q178665	Q417175 Q3024240
Q178688	Q47461344
Q178716	Q5
Q178725	Q486972 Q515 Q3184121 Q1549591
Q178780	
Q178790	
Q178823	Q5
Q178824	Q210167 Q1137109
Q178837	Q1616075 Q561068
Q178848	Q23002054 Q902104
Q178876	Q20019082
Q178903	Q5
Q178916	Q5
Q178925	Q23442 Q1200957
Q178934	
Q178969	Q215380
Q178972	Q3918
Q178977	Q12110334
Q178993	Q3184121 Q515 Q5119 Q1549591
Q179001	Q2300991 Q625298
Q179029	Q15063586
Q179058	Q179461 Q29154430
Q179071	Q5
Q179075	Q476028
Q179092	Q747074
Q179096	Q5
Q179099	Q179348
Q179111	Q7278
Q179126	Q5
Q179168	Q17737
Q179200	Q1762059
Q179217	Q2996394
Q179222	
Q179224	Q1115575 Q902814 Q3957
Q179235	
Q179248	Q41710
Q179289	
Q179313	Q23442 Q1048835
Q179361	Q20019082 Q7930989 Q486972
Q179385	Q149621 Q2755753 Q3957
Q179396	Q4022
Q179403	Q7998
Q179405	Q2996394
Q179407	Q7930989 Q902814 Q192287
Q179424	Q179872
Q179431	Q486972 Q3957
Q179437	Q179872
Q179444	Q4022 Q47521
Q179493	Q5
Q179516	Q5
Q179559	Q1776764
Q179570	Q41067667
Q179585	Q34843301 Q1549591 Q640364
Q179608	Q748149 Q1637706 Q1549591
Q179635	Q213016
Q179643	
Q179680	Q5
Q179687	Q31629
Q179706	Q856076
Q179722	Q856076
Q179726	Q856076
Q179730	Q856076
Q179739	Q856076
Q179749	Q856076
Q179759	Q5
Q179829	Q879146
Q179876	Q3024240 Q3624078
Q179899	
Q179916	Q214070
Q179933	Q7278
Q179955	Q559026
Q179975	Q8465
Q180004	Q5
Q180049	
Q180057	Q515 Q1357964 Q1549591
Q180064	Q747074
Q180083	Q902814 Q484170
Q180111	Q5
Q180123	Q5
Q180153	Q5
Q180172	Q27020041
Q180187	Q6979593
Q180204	
Q180212	Q839954 Q174782 Q570116
Q180217	Q5
Q180225	
Q180231	Q179872
Q180233	Q515 Q856076
Q180268	Q188451 Q589183
Q180285	Q15056995
Q180289	
Q180294	Q515
Q180295	Q747074
Q180305	Q476028
Q180327	Q856076
Q180330	Q158683
Q180336	Q5
Q180401	Q207694
Q180402	Q34918903 Q570116
Q180409	Q5
Q180415	Q158683
Q180445	Q5633421
Q180453	Q5
Q180502	Q4671286 Q28598684
Q180522	Q515 Q902814 Q1549591
Q180547	Q42523
Q180563	Q27020041
Q180619	Q5
Q180636	Q5
Q180697	Q5
Q180717	Q41067667
Q180733	
Q180756	Q193556
Q180757	Q3957
Q180762	Q169872 Q28807560
Q180788	Q358 Q24699794 Q207694
Q180803	Q515 Q27104997 Q1115575 Q1357964
Q180845	Q6979593
Q180855	Q4830453 Q131734 Q6881511
Q180857	Q6979593
Q180865	Q62078547
Q180882	Q5
Q180918	Q2561694 Q29556224
Q180969	
Q180981	Q3348196
Q181013	Q1079490 Q1137468 Q12802
Q181032	Q151885
Q181056	Q3184121 Q5119 Q1549591
Q181096	Q5
Q181114	Q786820
Q181162	Q5
Q181190	Q6979593
Q181209	Q1776764
Q181216	Q476028
Q181219	Q5
Q181220	Q158683
Q181228	Q24856
Q181235	Q158683
Q181247	Q1254773
Q181280	Q5
Q181282	Q5
Q181296	
Q181322	
Q181328	Q214070
Q181354	Q193430 Q134856 Q11173 Q12140
Q181363	Q5
Q181376	Q79323854 Q1549591
Q181386	Q82794
Q181479	Q1248784 Q644371
Q181499	Q484170
Q181500	Q2039348 Q1852859
Q181533	Q198
Q181557	Q2225003 Q515 Q1637706 Q1549591
Q181574	Q1129645 Q3536928
Q181593	
Q181609	Q42744322
Q181620	Q179461
Q181636	Q50495
Q181642	Q17412622 Q4830453 Q6881511
Q181654	Q5
Q181670	Q5
Q181703	Q3231690
Q181727	Q5
Q181765	Q355567 Q4164871
Q181766	Q3957
Q181782	Q5
Q181795	Q11424
Q181819	Q5
Q181827	Q5
Q181844	Q5
Q181854	Q515 Q856076
Q181860	
Q181861	Q188451
Q181901	Q879146
Q181903	Q6979593
Q181923	Q1815366 Q12136 Q12131
Q181930	Q6979593
Q181998	Q5398426
Q182015	Q483394
Q182037	Q28061975
Q182049	Q3957
Q182072	Q6979593
Q182083	Q5
Q182092	Q2264924 Q515 Q17001376 Q1549591
Q182124	Q15056995
Q182145	Q5
Q182159	Q3957
Q182168	Q6707113 Q71787836 Q55523986
Q182196	Q27020041
Q182201	Q27020041
Q182205	Q27020041
Q182289	Q2911266
Q182311	Q1840368
Q182339	
Q182357	Q223393 Q621993
Q182386	Q27020041
Q182415	Q15961987
Q182428	Q515 Q902814
Q182431	Q5
Q182436	Q28640
Q182475	Q5
Q182477	Q4830453 Q6881511
Q182481	Q515 Q902814 Q484170
Q182485	Q5
Q182487	Q158683
Q182500	Q484652
Q182518	Q208569
Q182521	Q515 Q4313794 Q1549591
Q182531	Q2235308
Q182565	Q50198
Q182624	Q1776764
Q182625	Q902814 Q14762300 Q6593035 Q1549591 Q515
Q182642	Q5
Q182665	Q5
Q182673	Q5
Q182689	Q3685476 Q1134686
Q182718	
Q182740	Q6979593 Q1194951
Q182762	Q294414
Q182770	Q27020041
Q182780	
Q182786	Q5
Q182788	Q5
Q182798	Q3327913
Q182822	Q93352
Q182844	Q158683
Q182852	Q748149 Q1637706 Q1549591
Q182872	Q484170
Q182889	Q852151
Q182890	Q5741069
Q182911	Q220505
Q182930	Q476028
Q182973	Q62078547 Q23002039
Q182984	Q515 Q1637706 Q1549591
Q183002	Q7930989 Q192287 Q1549591
Q183015	Q158683
Q183021	Q158683
Q183032	Q15063586
Q183042	Q18608583
Q183066	Q11424
Q183094	Q5
Q183126	Q5
Q183181	Q5
Q183183	Q7930989 Q192287
Q183208	Q7930989
Q183239	Q11424
Q183257	Q1047113
Q183259	Q56682555
Q183263	Q13415368
Q183275	Q1589009 Q778575
Q183298	Q515
Q183299	Q5
Q183309	Q11173 Q12140
Q183334	Q24699794 Q8346700 Q207694
Q183337	Q5
Q183382	Q5
Q183387	Q167270 Q18127 Q24229398
Q183412	Q219577 Q2442401 Q1589009 Q21484471 Q4830453 Q18127 Q6881511
Q183416	Q33837
Q183417	Q83203
Q183471	Q5
Q183504	Q188451
Q183513	Q5398426
Q183534	Q80071
Q183557	Q484170
Q183579	Q5
Q183635	
Q183651	Q515 Q1147395 Q15284 Q1549591
Q183674	Q27020041
Q183731	
Q183862	Q188451
Q183945	Q66715801
Q183963	Q33837
Q183976	Q1144899
Q184023	Q484170
Q184047	Q484170
Q184090	Q515 Q1357964 Q1549591
Q184159	Q484170
Q184188	Q20667921
Q184205	Q5
Q184253	Q170539 Q11448906 Q14936523
Q184274	Q2465832
Q184286	Q5
Q184316	Q8366
Q184337	Q5
Q184349	Q618779
Q184351	Q5
Q184355	Q6617741 Q8514
Q184359	Q484170
Q184387	Q6979593
Q184430	Q1414991 Q82794
Q184454	Q2039348
Q184478	Q1075106 Q2385804 Q615150
Q184485	Q56055944 Q11862829
Q184539	Q515 Q2716259
Q184540	Q23691
Q184554	Q10928429 Q10843872 Q11398090 Q151885
Q184560	Q47913
Q184584	Q186516
Q184587	Q62049 Q1093829 Q1549591
Q184592	Q5
Q184602	Q6979593
Q184613	
Q184618	Q179872
Q184650	Q5
Q184651	
Q184659	Q5
Q184661	Q29517555 Q9779
Q184697	Q5
Q184760	Q179872
Q184775	Q1357964
Q184832	Q422050 Q21073024 Q11173
Q184851	Q23442
Q184941	Q5
Q185029	Q659563
Q185051	Q5
Q185057	Q15989253
Q185071	Q11424
Q185075	Q484170 Q21869758
Q185103	Q182547
Q185125	Q1749269
Q185131	
Q185134	Q515 Q1549591
Q185147	Q5
Q185151	Q5
Q185158	Q19850234
Q185179	Q15893266 Q35127
Q185221	Q15063586
Q185246	Q68295960 Q3918
Q185253	Q11173
Q185264	Q17524420
Q185270	
Q185273	Q186516
Q185277	Q186516
Q185289	Q515
Q185332	Q34843301 Q1549591 Q640364
Q185345	Q515
Q185368	Q188604
Q185390	Q84467700
Q185442	Q158683
Q185458	Q515 Q1637706 Q1549591
Q185468	Q5
Q185488	Q3024240 Q2067184 Q3624078
Q185529	Q201658
Q185532	Q23442
Q185541	Q747074
Q185552	Q13406463
Q185582	Q1093829 Q1549591
Q185583	
Q185632	Q2264924 Q29556224
Q185643	
Q185660	Q2706302
Q185667	Q11448906
Q185674	
Q185676	Q188451
Q185682	Q43702 Q3024240
Q185689	Q515
Q185718	Q5
Q185721	Q484170
Q185749	
Q185856	Q5
Q185867	Q201658
Q185925	Q1047113
Q185968	Q1344 Q662073
Q185973	Q336
Q186012	Q4830453 Q6881511
Q186047	Q23002054 Q902104 Q45400320
Q186068	Q10689397 Q7892363 Q721830 Q561068
Q186080	Q2315928
Q186141	Q486972 Q515 Q1549591
Q186162	Q1344 Q785522
Q186170	Q188451
Q186195	Q188604
Q186220	Q179872
Q186230	Q127448
Q186237	Q515 Q856076
Q186243	Q6979593
Q186262	Q6979593
Q186285	Q181916 Q62078547
Q186309	Q667018
Q186391	Q5
Q186394	Q4830453 Q891723 Q6881511
Q186395	Q158683
Q186418	Q158683
Q186424	Q483394
Q186437	Q56682555
Q186441	Q515 Q15334 Q902814
Q186472	Q188451
Q186474	Q11173 Q12140
Q186522	Q5
Q186531	
