sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Frank Dancewicz:2 plays with [MASK] [MASK] . [SEP],thea:2,Notre Dame Fighting Irish football,0,Notre Dame Fighting Irish football,0
[CLS] Kenan:2 Čejvanović:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .i:2,HNK:3 Gorica:2,0,HNK:3 Gorica:2,0
[CLS] Stoyan:3 Stavrev:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the FC . .i:2,PFC:2 Cherno:3 More Varna:3,0,PFC:2 Cherno:3 More Varna:3,0
[CLS] Tommy Docherty:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Chelsea F . C .,0,Chelsea F . C .,0
[CLS] Rob Worrincy:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . andss:3,London Broncos,0,London Broncos,0
[CLS] Darko:2 Franić:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club club .a:2,NK:2 Junak:2 Sinj:2,0,NK:2 Junak:2 Sinj:2,0
[CLS] Jim Iley:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Nottingham Forest F . C .,0,Nottingham Forest F . C .,0
[CLS] Chris Kelly plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Boston Bruins,0,Boston Bruins,0
[CLS] Colin Gibson plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Walsall:3 F . C .,0,Walsall:3 F . C .,0
[CLS] Erwin Ballabio:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .o:2,FC Grenchen:3,0,FC Grenchen:3,0
[CLS] Ian Storey:2 - Moore plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Scunthorpe:4 United F . C .,0,Scunthorpe:4 United F . C .,0
[CLS] Volodymyr:4 Barilko:3 plays with [MASK] [MASK] . [SEP],the team,FC Chornomorets:4 Odesa:3,0,FC Chornomorets:4 Odesa:3,0
[CLS] Béla:3 Sebestyén:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club -ia:3,Hungary national football team,0,Hungary national football team,0
[CLS] Tony Lagerström:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .s:2,Chicago Blackhawks:2,0,Chicago Blackhawks:2,0
[CLS] Graham Cross plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Preston North End F . C .,0,Preston North End F . C .,0
[CLS] Emanuele:2 Del Vecchio:4 plays with [MASK] [MASK] . [SEP],the team,Brazil national football team,0,Brazil national football team,0
[CLS] Tay:2 Cody plays with [MASK] [MASK] . [SEP],thea:2,Edmonton Eskimos:3,0,Edmonton Eskimos:3,0
[CLS] Milivoj:4 Bračun:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .i:2,GNK:3 Dinamo Zagreb,0,GNK:3 Dinamo Zagreb,0
[CLS] Ferdinando:2 Vitofrancesco:5 plays with [MASK] [MASK] . [SEP],the team,Associazione:4 Sportiva:2 Cittadella:4,0,Associazione:4 Sportiva:2 Cittadella:4,0
[CLS] Lloyd Dyer plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Queens Park Rangers F . C .,0,Queens Park Rangers F . C .,0
[CLS] J . T . O ' Sullivan plays with [MASK] . [SEP],him,Carolina Panthers,0,Carolina Panthers,0
[CLS] Cowin:2 Mathurin:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Antigua:2 Barracuda:3 FC,0,Antigua:2 Barracuda:3 FC,0
[CLS] Ivan Dineen:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .a:2,Munster Rugby,0,Munster Rugby,0
[CLS] Liam Noble plays with [MASK] [MASK] . [SEP],thea:2,Carlisle United F . C .,0,Carlisle United F . C .,0
[CLS] Charlie Chech:2 plays with [MASK] [MASK] . [SEP],thea:2,Cincinnati Reds,0,Cincinnati Reds,0
[CLS] Ghafour:4 Jahani:3 plays with [MASK] [MASK] . [SEP],the club,Iran national football team,0,Iran national football team,0
[CLS] Bob Lendrum:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,New Zealand national rugby union team,0,New Zealand national rugby union team,0
[CLS] Vic Wertz:3 plays with [MASK] [MASK] . [SEP],thea:2,Detroit Tigers,0,Detroit Tigers,0
[CLS] Eddie Hinton:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,New England Patriots,0,New England Patriots,0
[CLS] Mike Brumley:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Houston Astros,0,Houston Astros,0
[CLS] Eliota:2 Fuimaono:3 - Sapolu:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" .aa:3",Bath Rugby,0,Bath Rugby,0
[CLS] Ben Botica:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,North Harbour Rugby Union,0,North Harbour Rugby Union,0
[CLS] Gerry Ehman:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Boston Bruins,0,Boston Bruins,0
[CLS] Jim O ' Toole:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Cincinnati Reds,0,Cincinnati Reds,0
[CLS] Chris Klute:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Portland Timbers:2,0,Portland Timbers:2,0
[CLS] Herman Fontenot:3 plays with [MASK] [MASK] . [SEP],thea:2,Green Bay Packers,0,Green Bay Packers,0
[CLS] Charlie Joiner:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Cincinnati Bengals,0,Cincinnati Bengals,0
[CLS] Ted Duckhouse:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,West Bromwich:3 Albion F . C .,0,West Bromwich:3 Albion F . C .,0
[CLS] Tommy Todd plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Crewe Alexandra F . C .,0,Crewe Alexandra F . C .,0
[CLS] Bill Shores:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,Chicago White Sox,0,Chicago White Sox,0
[CLS] Teddy Lučić:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,Sweden national football team,0,Sweden national football team,0
[CLS] Serge Yoffou:3 plays with [MASK] [MASK] . [SEP],thea:2,PFC:2 Dobrudzha:5 Dobrich:3,0,PFC:2 Dobrudzha:5 Dobrich:3,0
[CLS] Gianni:3 De Rosa plays with [MASK] [MASK] . [SEP],the orchestra,Como 1907,0,Como 1907,0
[CLS] Jimmy Garth plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,Clyde F . C .,0,Clyde F . C .,0
[CLS] Boško:3 Mihajlović:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .i:2,FK Proleter:3 Zrenjanin:4,0,FK Proleter:3 Zrenjanin:4,0
[CLS] Will Sharp plays with [MASK] [MASK] . [SEP],thea:2,London Broncos,0,London Broncos,0
[CLS] Darío:2 Scotto:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],theooo:4,Club Necaxa:3,0,Club Necaxa:3,0
[CLS] Vyacheslav:4 Osnovin:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club - -a:2,Traktor:3 Chelyabinsk:5,0,Traktor:3 Chelyabinsk:5,0
[CLS] Vojtech:4 Masný:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,Czechoslovakia national football team,0,Czechoslovakia national football team,0
[CLS] Malcolm Shotton:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . . """,Portsmouth F . C .,0,Portsmouth F . C .,0
[CLS] Edevaldo:3 de Freitas:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" . .a:2",Brazil national football team,0,Brazil national football team,0
[CLS] Darius Charles plays with [MASK] [MASK] . [SEP],thea:2,Stevenage:2 F . C .,0,Stevenage:2 F . C .,0
[CLS] Matthew Bloomer:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Boston United F . C .,0,Boston United F . C .,0
[CLS] Kevin O ' Connell plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,New England Patriots,0,New England Patriots,0
[CLS] Ray Hiron:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Portsmouth F . C .,0,Portsmouth F . C .,0
[CLS] Lou Schettler:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Philadelphia Phillies,0,Philadelphia Phillies,0
[CLS] Marat:2 Daudov:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],FC FC FC FC,FC Stal:2 Alchevsk:3,0,FC Stal:2 Alchevsk:3,0
[CLS] Daniel Puce:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,FC Wil:2 1900,0,FC Wil:2 1900,0
[CLS] William Robertson plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Stoke City F . C .,0,Stoke City F . C .,0
[CLS] Albert Mullard:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Port Vale F . C .,0,Port Vale F . C .,0
[CLS] Lendy:2 Castillo plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Chicago Cubs,0,Chicago Cubs,0
[CLS] Giannis:3 Zaradoukas:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club clubii:3,Greece national football team,0,Greece national football team,0
[CLS] Georgi:2 Shchennikov:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . -a:2,PFC:2 CSKA:2 Moscow,0,PFC:2 CSKA:2 Moscow,0
[CLS] Luke Summerfield:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Shrewsbury Town F . C .,0,Shrewsbury Town F . C .,0
[CLS] Jamie Ward plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Northern Ireland national football team,0,Northern Ireland national football team,0
[CLS] Everette:2 Brown plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Detroit Lions,0,Detroit Lions,0
[CLS] Sébastien:4 Piché:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club - - FC,EHC:2 Black Wings Linz:2,0,EHC:2 Black Wings Linz:2,0
[CLS] Marc Iavaroni:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .e:2,San Antonio Spurs,0,San Antonio Spurs,0
[CLS] Rodrigo de la Fuente:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" . . """,Teramo:3 Basket:2,0,Teramo:3 Basket:2,0
[CLS] Paul Posluszny:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" . - """,Jacksonville Jaguars:2,0,Jacksonville Jaguars:2,0
[CLS] Joseph H . Thompson plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Pittsburgh Panthers football,0,Pittsburgh Panthers football,0
[CLS] Zhai:2 Yanpeng:3 plays with [MASK] [MASK] . [SEP],the team,China national football team,0,China national football team,0
[CLS] Herbert Smith plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Castleford:2 Tigers,0,Castleford:2 Tigers,0
[CLS] Gus Triandos:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .o:2,Detroit Tigers,0,Detroit Tigers,0
[CLS] Håvard:3 Storbæk:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club club .a:2,FK Haugesund:4,0,FK Haugesund:4,0
[CLS] Michael Hansen plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,FC Midtjylland:5,0,FC Midtjylland:5,0
[CLS] Romina:3 Ferro:2 plays with [MASK] [MASK] . [SEP],the team,Oviedo:3 Moderno:2 CF,0,Oviedo:3 Moderno:2 CF,0
[CLS] Ioannis:3 Kanotidis:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club andaa:3,Panthrakikos:4 F . C .,0,Panthrakikos:4 F . C .,0
[CLS] Joe Parker plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Gloucester City A . F . C .,0,Gloucester City A . F . C .,0
[CLS] Douglas Flockhart:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,Doncaster R . F . C .,0,Doncaster R . F . C .,0
[CLS] Randy Lerch:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Montreal Expos:2,0,Montreal Expos:2,0
[CLS] Dominique Thompson plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Carolina Panthers,0,Carolina Panthers,0
[CLS] Colin Clifft:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Featherstone:3 Rovers,0,Featherstone:3 Rovers,0
[CLS] Evan Meek:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Pittsburgh Pirates,0,Pittsburgh Pirates,0
[CLS] Elmer Smith plays with [MASK] [MASK] . [SEP],thes:2,Cincinnati Reds,0,Cincinnati Reds,0
[CLS] Walter Pandiani:3 plays with [MASK] [MASK] . [SEP],thea:2,Birmingham City F . C .,0,Birmingham City F . C .,0
[CLS] Roman Reigns:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Edmonton Eskimos:3,0,Edmonton Eskimos:3,0
[CLS] Tim Kempton:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,San Antonio Spurs,0,San Antonio Spurs,0
[CLS] Yoon:2 Jong - hwan:2 plays with [MASK] [MASK] . [SEP],the club,Jeonbuk:4 Hyundai:3 Motors,0,Jeonbuk:4 Hyundai:3 Motors,0
[CLS] Ángel Arocha:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],theooo:4,C . D . Tenerife:3,0,C . D . Tenerife:3,0
[CLS] James Plimmer:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Castleford:2 Tigers,0,Castleford:2 Tigers,0
[CLS] Ryota:3 Aoki:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Roasso:3 Kumamoto:2,0,Roasso:3 Kumamoto:2,0
[CLS] Netan:2 Sansara:3 plays with [MASK] [MASK] [MASK] . [SEP],the United United,A . F . C . Telford:2 United,0,A . F . C . Telford:2 United,0
[CLS] Mark Yeates:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Geelong Football Club,0,Geelong Football Club,0
[CLS] Roberto Cardinale:2 plays with [MASK] . [SEP],Juventus,A . C . Perugia:2 Calcio:2,0,A . C . Perugia:2 Calcio:2,0
[CLS] Roman Tseryuta:4 plays with [MASK] [MASK] . [SEP],the team,FC Saturn Ramenskoye:4,0,FC Saturn Ramenskoye:4,0
[CLS] John Scott plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Leith:2 Athletic F . C .,0,Leith:2 Athletic F . C .,0
[CLS] Pat Angerer:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Indianapolis Colts,0,Indianapolis Colts,0
[CLS] Sean O ' Driscoll:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the .ss:3,Fulham F . C .,0,Fulham F . C .,0
[CLS] Angelis:2 Charalambous:5 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Apollon:2 Limassol:3 FC,0,Apollon:2 Limassol:3 FC,0
[CLS] John Utaka:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Sivasspor:4,0,Sivasspor:4,0
[CLS] Rune:2 Pedersen:3 plays with [MASK] [MASK] . [SEP],the Copenhagen,Lyngby:4 Boldklub:3,0,Lyngby:4 Boldklub:3,0
[CLS] Mathieu:2 Dandenault:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .e:2,Montreal Canadiens,0,Montreal Canadiens,0
[CLS] Carlos Álvarez:4 Sánchez plays with [MASK] [MASK] . [SEP],the Barcelona,Real Murcia:2,0,Real Murcia:2,0
[CLS] Daniel Høegh:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club club . FC,FC Basel,0,FC Basel,0
[CLS] Wilf:3 Crompton:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the .ss:3,Blackburn Rovers F . C .,0,Blackburn Rovers F . C .,0
[CLS] Nathan Taylor plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Salford City F . C .,0,Salford City F . C .,0
[CLS] Jason Baitieri:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Catalans:2 Dragons,0,Catalans:2 Dragons,0
[CLS] Steve Okoniewski:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Buffalo Bills,0,Buffalo Bills,0
[CLS] Liam Ridgewell:2 plays with [MASK] [MASK] . [SEP],thea:2,Portland Timbers:2,0,Portland Timbers:2,0
[CLS] Aud:2 Tuten:2 plays with [MASK] [MASK] . [SEP],thea:2,Chicago Blackhawks:2,0,Chicago Blackhawks:2,0
[CLS] Skeeter:3 Newsome:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" . "" """,Boston Red Sox,0,Boston Red Sox,0
[CLS] Tommy Wright plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Scotland national football team,0,Scotland national football team,0
[CLS] Ian Clarke plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Calgary Mustangs:2,0,Calgary Mustangs:2,0
[CLS] Raymond Ausloos:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Belgium national football team,0,Belgium national football team,0
[CLS] Dave Elmendorf:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Los Angeles Rams,0,Los Angeles Rams,0
[CLS] Ömer:2 Aysan:3 Barış:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club .ii:3,Trabzonspor:5,0,Trabzonspor:5,0
[CLS] Adem:2 Büyük:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club club . FC,Turkey national under - 21 football team,0,Turkey national under - 21 football team,0
[CLS] Bilel:3 El Hamzaoui:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club -aa:3,CA Bastia:3,0,CA Bastia:3,0
[CLS] Miguel Ángel Alonso plays with [MASK] [MASK] [MASK] . [SEP],theoo:3,FC Barcelona,0,FC Barcelona,0
[CLS] Hamid:2 Reza:2 Abrarinia:4 plays with [MASK] [MASK] . [SEP],the club,Iran national futsal:3 team,0,Iran national futsal:3 team,0
[CLS] Alan Mayes:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Northampton Town F . C .,0,Northampton Town F . C .,0
[CLS] Ryan Kidd:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Preston North End F . C .,0,Preston North End F . C .,0
[CLS] Jean - François Domergue:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . -e:2,France national football team,0,France national football team,0
[CLS] Greg Buckner:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Grand Rapids Hoops:2,0,Grand Rapids Hoops:2,0
[CLS] José Vítor:3 Moreira:2 Semedo:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the clubooo:4,Sheffield Wednesday F . C .,0,Sheffield Wednesday F . C .,0
[CLS] Ángelo:2 Henríquez:5 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],theooo:4,GNK:3 Dinamo Zagreb,0,GNK:3 Dinamo Zagreb,0
[CLS] Quincy Pondexter:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",New Orleans Pelicans:3,0,New Orleans Pelicans:3,0
[CLS] Anton Dedaj:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,FC Koper:2,0,FC Koper:2,0
[CLS] Kyle Wachholtz:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . "" """,USC Trojans:2 football,0,USC Trojans:2 football,0
[CLS] Joe Donnachie:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Everton F . C .,0,Everton F . C .,0
[CLS] Liam Trotter:3 plays with [MASK] [MASK] . [SEP],thea:2,Bolton Wanderers F . C .,0,Bolton Wanderers F . C .,0
[CLS] John Hewie:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Bexley:2 United F . C .,0,Bexley:2 United F . C .,0
[CLS] Matt Carkner:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,San Jose Sharks,0,San Jose Sharks,0
[CLS] Colin Grainger:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . . """,Sheffield United F . C .,0,Sheffield United F . C .,0
[CLS] Daniel Cotton plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Boston United F . C .,0,Boston United F . C .,0
[CLS] Eldra:2 Buckley plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Philadelphia Eagles,0,Philadelphia Eagles,0
[CLS] Sean Parrish:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Kidderminster:3 Harriers:3 F . C .,0,Kidderminster:3 Harriers:3 F . C .,0
[CLS] Blerim:3 Kotobelli:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,KF:2 Tirana,0,KF:2 Tirana,0
[CLS] Charlie Howard plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,Thurrock:3 F . C .,0,Thurrock:3 F . C .,0
