sentence,prediction,gold,is_same
[CLS] José Gerena:3 Polanco:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Social Socialdemócrata:3,New Progressive Party of Puerto Rico | New Progressive Party of Puerto Rico | PNP:2,False
[CLS] Leonel:2 Sandoval Figueroa is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Colin Challen:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Labour Party | Labour | Labour Party | Labour Party ( UK ),True
[CLS] Pablo Arnaud Carreño:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],People of the Republic,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Lillian van Litsenburg:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],LVP:3,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Yisrael:3 Guri:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Yisrael:3 Guri:2,Mapai:2 | Mapai:2,False
[CLS] Jacob Gedleyihlekisa:6 Zuma:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],State of State,African National Congress | ANC | African National Congress | SANNC:3,False
[CLS] Juan Molinar:2 Horcasitas:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,National Action Party | National Action Party | PAN | Partido Accion:2 Nacional | Partido Acción Nacional,False
[CLS] Graham Ernst is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Arjun:2 Narasingha:3 K . C . is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Arjun:2 Narasingha:3,Nepali:2 Congress | NC | Nepali:2 Congress,False
[CLS] Donald Greenfield:2 MacDonell:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Arthur Mitchell is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Yukon Liberal Party | Yukon Liberal Party,False
[CLS] Akram:2 al - Hawrani:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Fiqih:3,Arab Socialist Movement | Arab Socialist Movement,False
[CLS] William Rodgers is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Democrats | Lib:2 Dems:2 | Liberal Democrats,False
[CLS] Han Changfu:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],People ' s,Communist Party of China | CCP:2 | CPC:2 | Chinese Communist Party | Communist Party of China | TG:2,False
[CLS] Jeremy Thorpe is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party | Liberal Party | The Liberal Party,False
[CLS] Barbro:2 Holmberg:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Swedish Social Democratic Party | Socialdemokraterna:5 | Sveriges socialdemokratiska:5 arbetareparti:4 | Swedish Social Democratic Party,False
[CLS] William H . Randall is a member of the [MASK] [MASK] [MASK] political party . [SEP],Greensboro:3,Unconditional:4 Union Party | Unconditional:4 Union Party,False
[CLS] Gergely:3 Gulyás:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Bloc:2 Party,Fidesz:3 | Fidesz:3 | Fidesz:3 - Magyar Polgári:2 Szövetség:2 - Keresztény:4 Demokrata:3 Néppárt:3,False
[CLS] Ketki:2 Devi Singh is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Vedas:2 Venkaiah:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] David Wilks:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Anatoly:3 Lokot:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Anatoly:3 Lokot:2,Communist Party of the Russian Federation | CPRF:2 | Communist Party of the Russian Federation | KPRF:2,False
[CLS] Ralf Krewinkel:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],the P P P,Labour Party | Labour Party | Partij van de Arbeid:3 | PvdA:3,False
[CLS] Tokia:2 Saïfi:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Saïfi:3,Ecology Generation | Ecology Generation,False
[CLS] Gilles Loiselle:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],L ' Union,Progressive Conservative Party of Canada | Progressive Conservative Party of Canada,False
[CLS] Ehud:3 Olmert:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Ar Ar Ar,Kadima:2 | Kadima:2,False
[CLS] A . P . Jithender:3 Reddy:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P . B,Telangana:3 Rashtra:3 Samithi:2 | Telangana:3 Rashtra:3 Samithi:2,False
[CLS] José Alberto Castañeda:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,National Action Party | National Action Party | PAN | Partido Accion:2 Nacional | Partido Acción Nacional,False
[CLS] Gulab:3 Singh Shaktawat:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Leonel:2 Cota:2 Montaño:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Li Ruihuan:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of China,Communist Party of China | CCP:2 | CPC:2 | Chinese Communist Party | Communist Party of China | TG:2,False
[CLS] Jörg Leichtfried:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Social Democratic Party of Austria | SPÖ | Social Democratic Party of Austria | Sozialdemokratische:6 Partei Österreichs,False
[CLS] Sylvie Boucher:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Abhimanyu:4 Sindhu:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Ivan Venning:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Liberal Party of Australia | Lib:2 | Liberal Party of Australia,False
[CLS] Nichi:2 Vendola:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Nichi:2 Vendola:2,"Left , Ecology and Freedom | Left Ecology Freedom | Left , Ecology and Freedom | Left , Ecology , Freedom",False
[CLS] Sitaram:2 Yechury:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Nakhtiari:4,Communist Party of India ( Marxist:2 ) | CPI:2 ( M ) | Communist Party of India ( Marxist:2 ),False
[CLS] Esmond:2 Birnie:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Ulster Unionist:2 Party | Official Unionist:2 Party | UUP:2 | Ulster Unionist:2 Party,False
[CLS] Mohan:2 Lal:2 Sukhadia:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],K K K,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Matt Thistlethwaite:5 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Hiram:2 Blanchard is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Nova Scotia Liberal Party | Grits:2 | Liberal Party of Nova Scotia | Nova Scotia Liberal Party,False
[CLS] Anastasios:3 Nerantzis:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Anarchist:3,New Democracy | New Democracy,False
"[CLS] Oliver Kitson:2 , 4th Baron Airedale:2 is a member of the [MASK] [MASK] political party . [SEP]",Labour Party,Liberal Democrats | Lib:2 Dems:2 | Liberal Democrats,False
[CLS] Héctor Mayagoitia:3 Domínguez is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Frank Kirwan:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],K K K,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Waldemar Quiles:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,New Progressive Party of Puerto Rico | New Progressive Party of Puerto Rico | PNP:2,False
[CLS] Maya Ali is a member of the [MASK] [MASK] [MASK] political party . [SEP],##qiqiqi:3,Labour Party | Labour | Labour Party | Labour Party ( UK ),False
[CLS] Jim McLay:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,New Zealand National Party | National Party of New Zealand | New Zealand National Party,False
[CLS] Dan Muhlbauer:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Social Party,Iowa Democratic Party | Iowa Democratic Party,False
[CLS] Abdul Aziz al - Hakim is a member of the [MASK] [MASK] [MASK] political party . [SEP],al - Hakim,National Iraqi Alliance | National Iraqi Alliance,False
[CLS] Rufus King is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],"Country Party , a",Federalist:2 Party | Federalist:2 Party | Pro - Administration Party,False
[CLS] Ajit:2 Pawar:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Nationalist:2 Congress Party | NCP:2 | Nationalist:2 Congress Party,False
[CLS] Mostafa:2 Tajzadeh:3 is a member of the [MASK] [MASK] political party . [SEP],Pakistan Pakistan,Islamic Iran Participation:2 Front | Islamic Iran Participation:2 Front,False
[CLS] Carolina Viggiano:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Annette Hurley is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Alejandro Guevara Cobos:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],New New New,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Antanas Mockus:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Poland,Green Party | Green Party,False
[CLS] Jorge Busti:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Ar Ar Ar Ar Ar,Justicialist:2 Party | Justicialist:2 Party,False
[CLS] Reinette:2 Klever:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Party for Freedom | PVV:2 | Partij voor de Vrijheid:3 | Party for Freedom,False
[CLS] Anwar Hussain:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Al Jazeera:2,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Paul Reynaud:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Democratic Republican Alliance | Democratic Republican Alliance,False
[CLS] Ieuan:2 Wyn:2 Jones is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],##langlanglanglang:4,Plaid:2 Cymru | Plaid:2 | Plaid:2 Cymru | Plaid:2 Cymru [UNK] the Party of Wales | The Party of Wales,False
[CLS] José Ramírez Gamero:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] J . Krishna Palemar:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Bharatiya:4 Janata:2 Party | BJP:3 | Bharatiya:4 Janata:2 Party,False
[CLS] Larisa:3 Lee is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Country Liberal Party | Country Liberal Party,False
[CLS] Raimo:2 Ilaskivi:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,National Coalition Party | Kansallinen:3 Kokoomus:4 | Kansallinen:3 Kokoomus:4 r . p . | Kansallinen:3 Kokoomuspuolue:6 | Kansallinen:3 Kokoomuspuolueen:7 Keskusliitto:4 r . y . | Kokoomus:4 | NCP:2 | National Coalition Party | Samlingspartiet:3 | Samlingspartiet:3 r . p .,False
[CLS] Avraham:3 Ravitz:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,Degel:2 HaTorah:4 | Degel:2 HaTorah:4,False
[CLS] Ed Harper is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Reform Party of Canada | Reform Party of Canada,False
[CLS] Sergio Lorenzo Quiroz:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Bob Zimmer is a member of the [MASK] [MASK] political party . [SEP],United States,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Ernst Bergmann:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Communist Party of Germany,Nazi Party | NSDAP | National Socialist German Workers ' Party | Nationalsozialistische:4 Deutsche Arbeiterpartei:2 | Nazi Party,False
[CLS] Sue Walker is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Australia | Lib:2 | Liberal Party of Australia,False
[CLS] Farideh:3 Mashini:2 is a member of the [MASK] [MASK] political party . [SEP],Pakistan Pakistan,Islamic Iran Participation:2 Front | Islamic Iran Participation:2 Front,False
[CLS] Hans Olsson is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],socialdemokrata:4,Swedish Social Democratic Party | Socialdemokraterna:5 | Sveriges socialdemokratiska:5 arbetareparti:4 | Swedish Social Democratic Party,False
[CLS] Frederick Frost is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,New Zealand Labour Party | New Zealand Labour Party,False
